id,origin,destination,arrival_time
173,17,0,1117.5866749031504
174,12,0,1117.8623952192102
175,11,0,1118.8874045732384
176,1,19,1119.6917038601364
177,10,0,1119.7428863159246
178,11,0,1119.8178775615495
179,15,0,1125.178287298525
180,1,0,1126.1531783435655
181,12,0,1128.4774186726534
182,10,0,1130.9525704381315
183,5,0,1132.5399065857557
184,8,0,1133.940574112886
185,2,5,1134.2394534508128
186,0,19,1136.9751505618215
187,18,0,1137.1687958620655
188,5,0,1138.8845372968276
189,0,11,1140.300166906884
190,9,0,1140.386535622267
191,5,1,1141.3724599978166
192,1,0,1142.685260184902
193,17,0,1142.8402942336456
194,14,0,1143.3036895565522
195,5,0,1143.5157041944979
196,8,6,1145.7044598814853
197,0,9,1146.4265257727118
198,13,0,1146.5462113844121
199,19,0,1147.0017492351842
200,14,0,1147.5865823437382
201,9,0,1149.5338253566688
202,18,0,1150.3753435278813
203,17,0,1150.8219183365911
204,0,3,1151.3817131008582
205,3,15,1152.0760218618473
206,14,0,1154.1542522449408
207,18,13,1154.5254054062038
208,6,0,1155.9713501088092
209,15,0,1156.0163619790426
210,4,0,1156.3602370093404
211,5,0,1158.0752374893514
212,7,0,1158.4495499281816
213,10,0,1159.0947759490057
214,18,0,1159.125704021234
215,1,0,1160.454227172115
216,14,0,1163.2961134928257
217,3,0,1163.6812567820557
218,13,16,1163.8847863532055
219,12,0,1164.723762677886
220,7,0,1165.4944192764492
221,4,0,1166.1785968962135
222,11,0,1166.3746781774173
223,2,17,1168.0477245835068
224,19,0,1170.07399717121
225,4,0,1172.060872541335
226,3,0,1174.31550466916
227,18,0,1175.5708991126949
228,11,0,1179.912580522304
229,7,0,1180.0240278540196
230,17,0,1182.0654005510723
231,16,0,1193.992356222347
232,9,0,1200.3752482964487
233,15,0,1205.7618226351212
234,3,0,1226.5334883537985
235,18,13,1246.370341632645
236,7,0,1280.5120229970103
237,12,0,1296.5232669318345
238,17,0,1307.0792143201818
239,19,10,1323.5345999080007
240,3,19,1325.5634895102535
241,9,18,1333.6003484268122
242,16,11,1346.003814655455
243,18,10,1391.0089429750435
244,13,6,1399.2175576450536
245,8,8,1405.3222826916297
246,17,17,1414.2177422078714
247,14,18,1417.1093300624884
248,8,18,1424.6492691558308
249,16,8,1451.687179009311
250,16,13,1455.8580591053828
251,7,3,1578.941466254759
252,16,1,1610.1880344058877
253,9,10,1618.5886099116537
254,10,1,1632.1086323927302
255,7,19,1659.2577519878525
256,1,15,1693.3853836195385
257,17,12,1730.050038248528
258,10,16,1752.891645388722
259,2,8,1759.4161577220432
260,12,16,1778.6018865918054
261,14,4,1782.260672641198
262,18,11,1789.0932661712948
263,10,15,1793.431410155039
264,0,11,1805.5121932060085
265,12,3,1874.443058189668
266,0,4,1876.4140385873359
267,16,2,1877.3330780134065
268,5,0,1877.817862786528
269,13,8,1878.0401271163626
270,0,19,1878.3895949304847
271,0,9,1880.1578543373919
272,0,19,1882.368692790994
273,0,10,1883.483450369863
274,3,2,1886.348533490457
275,0,3,1888.3466445022605
276,13,6,1889.6964621886752
277,6,17,1890.7417566529955
278,0,11,1892.1138915663205
279,0,2,1892.6404616469797
280,0,17,1894.8151819901918
281,0,15,1896.7673805343277
282,15,3,1899.3298506851252
283,10,4,1904.1189605731238
284,2,15,1905.3576976572244
285,13,9,1905.6132840387525
286,19,0,1905.9645381168475
287,1,6,1907.621912206205
288,0,1,1908.947036716685
289,0,2,1909.682400536434
290,0,5,1910.4762428384454
291,0,11,1910.8790962578282
292,0,14,1912.6104386264792
293,16,3,1913.0960130662515
294,0,9,1914.2442202962518
295,4,0,1915.9443811863857
296,8,19,1916.0190724629995
297,10,0,1916.310887366357
298,0,8,1916.399930548302
299,9,0,1916.4242196054936
300,7,0,1916.4573200405391
301,16,10,1919.2197534373804
302,0,19,1919.2408781689114
303,12,2,1919.9079260344342
304,0,16,1922.4024614605298
305,19,18,1922.669038411462
306,0,12,1922.8639468595193
307,0,17,1922.9843021185354
308,0,16,1923.5770294804136
309,0,16,1923.8470912425078
310,0,18,1923.9131236327353
311,0,17,1924.8647567314356
312,0,8,1926.1080996030034
313,17,0,1926.5397924066594
314,0,16,1926.8588611291025
315,0,13,1927.164770532253
316,10,0,1928.226790821861
317,0,15,1928.9701383713084
318,0,14,1930.6669880449774
319,0,16,1931.1687073949154
320,0,5,1933.5340612479251
321,12,0,1934.6058989925143
322,0,5,1935.3734884871178
323,9,0,1935.606806078186
324,16,0,1937.044532987905
325,5,0,1938.0943893887402
326,0,1,1938.43567949498
327,0,9,1939.1158430946534
328,0,13,1939.7140300263688
329,0,13,1940.3290522051705
330,0,1,1940.4682885335192
331,0,9,1940.9849396298164
332,0,6,1941.2454223120174
333,0,9,1944.3507954042811
334,0,13,1945.1888060407455
335,0,16,1945.6373641538635
336,0,6,1946.2748185074272
337,7,0,1946.83542105855
338,0,5,1951.1042645442835
339,12,0,1951.4996541857063
340,0,7,1952.4595975535638
341,0,17,1953.4488981372913
342,0,8,1959.162883917733
343,0,17,1960.415693293855
344,0,10,1961.576605983019
345,0,8,1962.0385724626553
346,13,14,1962.2099294424013
347,6,8,1963.2821586737798
348,0,9,1969.7113586949151
349,0,10,1972.6238876909251
350,0,1,1977.5366588963147
351,0,11,1979.1468262661497
352,0,1,1991.1752081904665
353,0,14,1999.9521437454548
354,0,18,2028.8477068102566
355,0,13,2050.57494628775
356,0,16,2058.282980047955
357,12,0,2104.3385518774944
358,9,0,2129.5838030656632
359,13,4,2135.9610201695923
360,3,13,2159.5451049328326
361,8,0,2160.0076409872104
362,0,19,2171.728534131437
363,0,1,2172.988868608029
364,0,16,2179.7127251216025
365,0,13,2180.4037683429383
366,0,5,2180.4204453896823
367,3,1,2180.574063648919
368,3,4,2184.079292679801
369,3,17,2184.388231480087
370,10,8,2185.002502303913
371,19,5,2187.9640457681385
372,2,0,2190.995256426731
373,11,0,2191.111467209109
374,15,0,2193.9518826101485
375,18,0,2195.191161062294
376,4,15,2195.468093142979
377,0,13,2196.604429068917
378,6,17,2196.7767898066036
379,0,5,2197.2943911407356
380,9,7,2199.6372803853837
381,12,0,2200.446179975361
382,0,13,2201.062074371957
383,0,16,2201.3487886932476
384,9,0,2201.36894226933
385,0,9,2201.735437989842
386,0,4,2201.849818207711
387,10,6,2203.4822008604124
388,6,12,2205.7385054232413
389,10,0,2206.1356111124987
390,8,0,2207.33144112959
391,0,13,2209.4354575152465
392,0,9,2210.2325833948753
393,4,2,2211.5008356329695
394,13,0,2220.1028504844176
395,0,7,2225.8005860873554
396,0,11,2242.2325817048163
397,0,7,2243.147880812001
398,0,2,2253.430814894759
399,9,0,2270.8427595740613
400,1,0,2274.9433664986195
401,2,16,2281.4204450074863
402,8,0,2282.573312430688
403,7,6,2312.035198497081
404,0,12,2316.6774506892343
405,0,10,2324.4626417968643
406,12,0,2325.5644533400214
407,6,0,2352.818303877796
408,19,1,2358.8050824339093
409,6,18,2382.809922843559
410,0,19,2402.1139410529076
411,6,0,2434.363096099718
412,3,0,2460.2063610187233
413,16,1,2462.720352537254
414,2,0,2463.129894181883
415,11,0,2473.1316097435238
416,0,17,2485.4619499201594
417,16,0,2539.595028157985
418,2,0,2539.9834471362133
419,0,1,2541.543635346602
420,2,0,2541.9929508174105
421,19,0,2542.457948005862
422,11,0,2546.324986321363
423,19,0,2547.5413810507753
424,9,0,2548.4169036310627
425,12,9,2549.871755327212
426,9,0,2550.0916438010663
427,1,0,2550.365834418674
428,12,0,2551.014439291053
429,3,4,2551.300329793722
430,18,14,2551.60451840228
431,3,7,2552.012710801843
432,19,11,2553.2214640894153
433,19,0,2554.0094959170774
434,0,11,2554.970030138734
435,10,0,2555.310920140038
436,11,0,2556.8200971704246
437,5,0,2557.136541462185
438,19,0,2557.8958496892615
439,8,0,2557.9284724578733
440,11,7,2558.4205063500344
441,11,0,2558.4987510892192
442,6,0,2559.140495337802
443,3,0,2559.393583305141
444,12,0,2561.959797536316
445,18,0,2562.6941163658134
446,16,0,2564.2315317126395
447,16,0,2564.678280874625
448,7,0,2564.889789589352
449,14,0,2566.658898658018
450,5,0,2567.121060106018
451,6,0,2568.397734692758
452,18,0,2568.906817092895
453,10,0,2570.1718910684394
454,10,0,2570.366066728791
455,4,0,2570.6475396651426
456,0,2,2570.6837445527076
457,2,0,2571.946462113991
458,8,0,2573.66599715123
459,3,0,2574.395317709407
460,15,0,2575.564035739695
461,11,0,2577.329937982762
462,3,0,2577.33896746668
463,7,0,2577.838060788368
464,8,0,2578.5259739968064
465,3,0,2580.981948952248
466,7,0,2581.5819262489317
467,8,18,2582.563861278477
468,5,0,2583.103611940996
469,7,0,2583.7817104339515
470,10,0,2584.38737449786
471,1,0,2584.9634666535285
472,10,0,2585.5611628232205
473,18,0,2585.9221852608653
474,1,0,2586.4371623517563
475,9,0,2587.0970979027497
476,1,0,2588.9542611766738
477,10,0,2589.0341081526412
478,3,0,2589.2282401137672
479,13,0,2589.708166249983
480,14,6,2590.7115751116744
481,13,1,2591.1894538701845
482,14,6,2591.82609120647
483,17,0,2591.851701965275
484,11,0,2592.598950724817
485,1,0,2592.7150748541476
486,0,9,2592.9350192381594
487,8,0,2593.346440796456
488,19,0,2593.5433983200887
489,1,0,2594.2040819632834
490,16,0,2594.8004152369017
491,1,0,2595.1694674141286
492,15,0,2599.004358501051
493,8,7,2601.4979409877087
494,0,6,2602.3992665418555
495,13,0,2602.9335794025874
496,4,0,2603.5844305940163
497,9,0,2604.0883224686168
498,19,0,2604.50084506368
499,3,0,2606.291826767999
500,13,0,2606.909337328307
501,11,0,2607.658840108578
502,9,0,2608.821549579246
503,19,0,2608.87974626345
504,18,0,2610.1768642058587
505,2,0,2611.008290012718
506,7,0,2611.3116917432912
507,10,0,2612.154381092886
508,6,0,2612.750422087095
509,3,0,2612.8251739491343
510,13,0,2615.2351220469377
511,14,0,2615.259716479839
512,5,0,2616.2786121656363
513,4,0,2618.548904477626
514,3,0,2619.119920677529
515,19,0,2619.405915073799
516,0,14,2624.7509155625694
517,10,0,2626.6215601177614
518,2,0,2629.5847813245286
519,13,3,2639.8940300685936
520,16,0,2652.357550966771
521,17,0,2652.7012355763286
522,4,0,2654.970988738811
523,14,0,2666.9427102304926
524,2,0,2677.8435396814984
525,17,0,2694.2353624444477
526,8,0,2714.2712561255935
527,7,0,2722.7985394489274
528,8,0,2727.6049781670467
529,2,0,2757.156094615711
530,1,16,2779.661929356735
531,8,17,2809.7856457260023
532,1,2,2815.6268476797627
533,14,18,2826.833393905502
534,16,12,2845.2967463087525
535,14,8,2860.008141229778
536,11,13,2860.813976159265
537,3,13,2861.1780759182275
538,16,11,2882.1858861689607
539,3,15,2882.195954479217
540,8,3,2949.6571598945256
541,6,8,2960.191468154391
542,12,9,2973.521455301905
543,16,17,2983.535521962398
544,13,4,3007.17629916761
545,9,7,3012.3454548848613
546,14,1,3123.068823007289
547,18,10,3133.6872328813915
548,19,15,3135.4657646186392
549,14,4,3139.1939762063103
550,10,4,3144.9143663616737
551,4,13,3156.337941343495
552,3,16,3156.590076235017
553,17,18,3169.433675961447
554,2,14,3171.534079778971
555,17,3,3174.5058327417946
556,19,8,3194.834162805757
557,6,6,3213.732447309047
558,0,9,3261.1776059383974
559,0,5,3279.2137612084475
560,4,0,3289.4838087958424
561,0,19,3316.310755146703
562,3,0,3320.247584374898
563,7,1,3320.730998742856
564,11,7,3320.7541782685826
565,12,0,3321.29082331726
566,0,15,3336.225948769074
567,13,7,3340.117962706659
568,0,13,3340.142417256469
569,0,14,3341.9320461087686
570,0,13,3343.856206044756
571,10,0,3345.4011485037186
572,0,5,3345.544347614671
573,0,2,3345.969812869549
574,0,6,3346.2411499039886
575,0,15,3346.6229702404935
576,0,15,3347.9166093154913
577,0,6,3349.0253045077407
578,0,17,3349.2725469839074
579,0,12,3349.5932880100977
580,2,0,3350.0013084090992
581,7,13,3351.93774056044
582,0,9,3352.1105174393247
583,0,8,3353.266242075902
584,17,8,3353.48601235914
585,0,8,3354.32159948373
586,11,9,3355.193759641841
587,9,3,3355.9170623653968
588,15,0,3355.9539453822194
589,0,14,3356.2924108606403
590,0,18,3357.150881128112
591,0,12,3357.188044534856
592,0,4,3357.351125647281
593,0,8,3358.437130344075
594,5,0,3359.1634077973968
595,17,11,3359.1923637804425
596,15,0,3359.6106219016187
597,4,0,3360.49668585226
598,0,10,3360.8614409422307
599,0,1,3361.2432937830763
600,0,4,3361.61446233821
601,8,7,3363.3939913950403
602,0,17,3363.6991653028504
603,0,16,3363.8234474976825
604,0,13,3363.896324762427
605,0,4,3364.0801239684915
606,3,0,3364.468592087578
607,0,2,3366.0321972889597
608,0,14,3367.324822683487
609,0,17,3368.463449985611
610,0,6,3368.961895646401
611,0,14,3369.863402817637
612,0,4,3370.0505843152496
613,0,14,3371.2851626223414
614,0,5,3372.356785325969
615,0,16,3373.07504297153
616,0,12,3373.7551543125205
617,0,5,3374.1785506788224
618,0,13,3374.2884012250793
619,16,3,3376.8901718018637
620,0,15,3376.9396838656817
621,0,7,3378.719848715292
622,12,0,3383.1756444124267
623,0,1,3385.4429914190064
624,0,1,3386.624761698508
625,6,0,3388.273129790991
626,0,5,3389.1667648013463
627,0,9,3389.3924407285526
628,0,14,3389.4039934030566
629,0,10,3389.614329899623
630,0,10,3390.209600188204
631,0,5,3390.604656459599
632,0,14,3391.2494157577917
633,0,15,3391.8270840854548
634,0,2,3393.2559660898974
635,0,12,3393.3451811361
636,0,14,3395.59209653453
637,0,10,3397.5443806419294
638,13,9,3401.945461372413
639,0,7,3402.1000097015285
640,13,0,3402.4167867932115
641,0,19,3407.474943840916
642,0,19,3409.571219372381
643,13,2,3420.292247061737
644,9,6,3425.753933846667
645,11,0,3452.2053126602327
646,0,10,3470.5784163434496
647,0,17,3474.072787603489
648,18,0,3498.347795439692
649,18,7,3502.983204042071
650,0,13,3529.3205622864884
651,0,4,3531.907647494188
652,17,18,3537.6389941064695
653,0,10,3540.5791931753024
654,0,16,3543.9724670784917
655,11,15,3555.9814125581665
656,4,0,3558.7622840050713
657,16,0,3560.932051412366
658,6,3,3561.330808038658
659,4,0,3612.362551816007
660,0,6,3613.862541286735
661,11,0,3614.1082780392358
662,0,17,3615.080410926477
663,18,18,3615.2552022810896
664,0,10,3616.4069172197474
665,0,16,3617.23464471853
666,15,15,3618.1458318887376
667,0,2,3618.4034913265436
668,2,0,3618.909177819041
669,3,0,3620.2525061016754
670,0,17,3621.394935786559
671,0,9,3621.6308103506813
672,10,12,3622.890955170973
673,0,8,3623.3351037828984
674,0,10,3623.5993205742975
675,18,0,3623.6491103584735
676,15,5,3629.578785410841
677,5,3,3630.2336855624544
678,12,15,3631.818673433026
679,18,0,3632.790782858817
680,14,1,3634.869836410767
681,8,10,3636.335245176063
682,3,10,3636.667964945943
683,7,0,3637.0937622206166
684,10,2,3639.1903854665056
685,1,0,3640.3849077344385
686,0,9,3643.3933566981405
687,5,10,3643.8108339078917
688,13,0,3643.9828712840863
689,18,8,3644.8307706072433
690,16,13,3646.311331809742
691,13,0,3651.4615304069457
692,2,13,3652.015457087965
693,0,15,3654.228156387904
694,16,0,3655.717801881238
695,0,14,3665.8258828219105
696,8,0,3668.922522067326
697,0,10,3691.0952149556338
698,19,16,3691.629425262938
699,1,16,3695.8688888911934
700,6,2,3708.1605271926537
701,0,7,3720.8863976166685
702,0,8,3722.2552312964485
703,7,0,3725.324497840218
704,19,14,3757.0185285133743
705,8,16,3758.1081562404765
706,14,0,3772.1249520654437
707,14,14,3814.849439828934
708,8,17,3834.332617050604
709,14,15,3874.80402358466
710,13,12,3878.856906342052
711,0,16,3881.8011000111383
712,13,0,3960.5071377054282
713,0,8,3963.0191138519
714,15,19,3966.7038506157187
715,7,0,3966.9213160810127
716,19,0,3971.214333843497
717,15,0,3974.2230318722386
718,18,0,3974.3228858201173
719,8,0,3974.626920790753
720,2,10,3976.5927255041224
721,2,0,3977.553604421014
722,8,0,3977.7171728064413
723,5,0,3982.7776536463793
724,0,15,3987.553237435415
725,1,0,3988.0206170779875
726,11,0,3988.5481359552855
727,2,0,3988.9939427910435
728,18,0,3989.8346568222346
729,9,0,3990.788691710379
730,17,7,3995.3662779401757
731,4,0,4000.137631028669
732,6,0,4000.718495772154
733,16,12,4002.2024775408945
734,13,0,4002.853098014643
735,3,0,4004.1129365082393
736,15,0,4004.2651228096533
737,18,0,4004.27026602182
738,16,0,4005.370367588296
739,6,0,4006.314269684168
740,11,0,4006.7053542484978
741,11,0,4007.151584198569
742,0,10,4007.7771799898733
743,5,0,4008.889841070578
744,6,0,4010.0915741915346
745,7,0,4010.828233900603
746,6,3,4011.7514512741586
747,7,0,4012.659817357377
748,16,19,4012.856490736889
749,18,0,4015.077965596171
750,12,0,4015.9497992355386
751,9,0,4015.9534307111544
752,0,5,4018.1547640253857
753,9,0,4018.217918769395
754,6,5,4019.6806510334945
755,18,0,4020.3746366063187
756,11,0,4020.804020374957
757,8,17,4020.805975365872
758,15,0,4020.8630985945483
759,7,0,4021.6762185569937
760,15,0,4021.8606025392796
761,9,0,4022.281487021234
762,16,2,4023.3060139960116
763,3,0,4023.7670506965114
764,13,0,4024.7138896684482
765,11,0,4024.8919418946602
766,1,0,4025.207881645471
767,8,2,4025.943295511559
768,3,0,4026.4328589767774
769,11,0,4027.79979659121
770,15,0,4028.06014258894
771,2,19,4029.4510911258126
772,3,10,4029.709959883557
773,4,5,4030.0853214717013
774,15,0,4030.770522846844
775,6,0,4030.8656423763277
776,14,15,4030.908802323335
777,8,17,4031.508655412941
778,12,6,4032.278119281211
779,14,0,4034.282601290688
780,8,16,4034.988365562734
781,5,0,4038.538899872611
782,3,0,4040.472478295825
783,13,0,4040.914889448159
784,11,0,4040.9584183827915
785,12,0,4041.407709027315
786,10,0,4041.529441090486
787,3,0,4041.629511936957
788,7,0,4045.0524666338206
789,1,0,4047.8879384274187
790,16,0,4048.9259847716885
791,5,0,4051.5039997181375
792,5,0,4053.2916075139906
793,13,0,4056.739498376869
794,8,0,4057.4408746313493
795,3,0,4059.4263641624366
796,13,0,4062.684399534694
797,9,0,4062.798653041487
798,15,0,4064.8383199823747
799,13,0,4074.838440438316
800,12,3,4074.842131907745
801,0,12,4078.5846508022546
802,11,0,4086.9302890669283
803,6,0,4092.9967318811687
804,14,0,4102.604451270413
805,15,0,4135.80608356904
806,9,0,4166.006803193575
807,13,12,4205.746359840904
808,5,3,4212.292054580662
809,7,7,4224.766662511772
810,7,17,4250.406741027982
811,11,10,4251.948445688323
812,4,12,4253.992971590934
813,6,5,4263.861071088328
814,3,17,4291.012772506802
815,15,4,4316.503961168044
816,7,8,4332.228127184865
817,3,3,4432.568526180835
818,4,2,4449.924072529139
819,14,12,4457.720963258132
820,9,11,4473.136404944877
821,5,4,4509.435657265311
822,13,2,4512.549927199161
823,7,6,4586.775072206777
824,4,16,4590.095643768216
825,2,10,4598.291113616844
826,16,16,4659.96495454615
827,0,8,4680.183730909973
828,11,12,4738.285116386721
829,11,9,4751.392593971745
830,0,4,4751.79971092759
831,12,0,4760.896283682551
832,0,16,4761.099406921091
833,9,0,4769.548746998424
834,19,6,4770.566645801071
835,0,4,4772.876602818693
836,0,18,4773.119024660701
837,0,5,4773.582759971484
838,0,19,4776.416459733717
839,0,4,4777.463038476703
840,19,0,4779.602725695439
841,0,11,4781.65579496719
842,0,4,4781.7005690925835
843,15,16,4781.796796267217
844,0,15,4782.782352580922
845,0,8,4786.467174251009
846,0,14,4786.9545832417125
847,0,8,4787.182140505935
848,7,17,4788.697326379095
849,0,7,4790.221556345402
850,0,16,4790.649160239004
851,1,5,4793.5601503713815
852,0,12,4793.953131779942
853,18,0,4794.536779611172
854,13,7,4797.006960467904
855,12,0,4797.648407546138
856,0,14,4797.674579727029
857,0,19,4799.773556693257
858,0,13,4800.0181927296435
859,0,13,4800.671426960665
860,0,19,4800.711394592092
861,0,16,4800.965554554287
862,15,0,4800.990025237903
863,0,11,4801.161312667398
864,0,14,4802.003926680968
865,17,3,4802.358463615976
866,14,18,4802.520207073256
867,0,2,4805.3870613775625
868,0,11,4805.4337637059325
869,0,15,4806.183981185056
870,0,18,4806.9858584986005
871,0,9,4807.825445519455
872,3,0,4808.154005796383
873,0,1,4808.500148240289
874,0,19,4808.939762247929
875,0,18,4809.371326686346
876,0,11,4809.544857344449
877,0,19,4810.17808369762
878,9,5,4813.8971714240515
879,0,1,4815.150074987105
880,0,11,4817.07812277835
881,12,0,4817.865018316349
882,0,2,4820.195570046423
883,0,9,4821.468174910235
884,0,7,4822.376055449743
885,0,14,4822.419857625195
886,0,16,4822.997619971555
887,0,11,4823.275047685275
888,1,0,4824.335698400432
889,0,4,4824.575091586676
890,0,19,4829.846477453775
891,0,17,4833.896704134574
892,0,17,4836.115235029783
893,0,12,4836.58362077026
894,0,7,4836.924409650821
895,0,1,4837.379709195383
896,0,16,4837.8137777115235
897,0,11,4838.238811708636
898,0,8,4838.7822082126895
899,0,3,4839.369338593864
900,0,3,4843.449980583221
901,0,15,4855.175447148786
902,0,8,4863.199793725828
903,7,9,4863.960475210312
904,10,9,4909.930606749345
905,0,4,4912.463873703477
906,6,0,4920.95749092599
907,13,0,4927.5450662027
908,0,13,4928.51060861883
909,1,2,4931.546748910346
910,9,0,4936.856425356618
911,0,9,4962.665778819768
912,0,5,4966.063635188101
913,10,0,4976.354279217032
914,6,2,4996.030045419748
915,10,11,5016.532500830897
916,10,0,5030.63828562181
917,15,1,5056.11178156696
918,0,3,5057.008663383996
919,3,18,5058.858281782859
920,0,5,5059.134525077023
921,6,0,5060.16423022204
922,1,7,5061.336254086321
923,1,0,5061.811568588612
924,0,5,5063.061688085537
925,13,17,5063.564683228262
926,11,0,5063.889053651918
927,8,6,5065.362110354484
928,10,0,5065.3909870627485
929,0,8,5066.390789494576
930,8,3,5067.383826270493
931,0,10,5068.39443996825
932,14,0,5068.407601607284
933,5,10,5069.415723044206
934,14,1,5071.288645316754
935,10,2,5073.274216508435
936,17,18,5075.175282566791
937,0,8,5075.827290959721
938,6,1,5078.678138409795
939,18,19,5081.939160097303
940,0,9,5086.212044191859
941,0,18,5086.960138257944
942,6,10,5087.97989583837
943,0,2,5092.0547904930845
944,14,12,5096.420543763073
945,3,9,5097.682607952399
946,12,17,5098.101782860651
947,12,0,5098.816356578795
948,18,0,5112.097608704957
949,0,9,5119.963587364598
950,0,4,5121.482570813266
951,0,14,5124.735210858869
952,0,5,5137.079979662384
953,0,14,5185.894809220809
954,0,16,5186.719410339917
955,7,0,5202.992522257818
956,5,9,5221.252236601011
957,0,5,5230.561717286656
958,2,0,5246.996095812402
959,7,3,5339.16690214624
960,11,15,5340.7797450094995
961,7,0,5347.105716131052
962,18,0,5357.417371005738
963,14,0,5357.741631874406
964,5,0,5364.152543306859
965,3,0,5372.477095359713
966,5,0,5373.223021375773
967,16,0,5380.697768897373
968,7,0,5387.794604624978
969,19,0,5392.532791464608
